index,NO_OCDE_AREA_GERAL
0928e48fbcc9800aacc9ae5615cc11a9582e7a50,Educação
52f8b439afc2cb76ce230d86db9526752843c0bc,"Engenharia, produção e construção"
7e0b5145258cb95bbabccff08be1fd718a754c53,"Engenharia, produção e construção"
92429073a7fa3b1e37f40f0b78523c0d27572ce8,"Ciências, matemática e computação"
4c7e95b942988df52dc7fd86c2ec9b678e2d90fd,"Engenharia, produção e construção"
eb986ac7540ba4c1182147cccbe059f17c8a25a2,"Engenharia, produção e construção"
6e6520bc79ea660ce86dd3b0cfe4792576b2a5b5,"Engenharia, produção e construção"
75fc84fa75c08b57bc8d12c885edb1d174e7168d,"Engenharia, produção e construção"
32bc9dfded96e28b9ccebc08a159070594b2dbc8,"Engenharia, produção e construção"
3a97e0bda6f32ab399a3ca818535edd675cd0954,"Engenharia, produção e construção"
a4231dd7ef3ab42b0795487d1e55bd1fa480bd45,"Engenharia, produção e construção"
09c6a18582cd82939dedb2f2f9d90785898a0363,"Engenharia, produção e construção"
f9ba0a53c902da03c68acc5c6c382bd4eaf51ebb,"Engenharia, produção e construção"
809ac9b0a5720d2fb10ed86070a9b982b6e6984a,"Engenharia, produção e construção"
3d3bb65708c285a14d8e3ef4d7ae5c5fd934fc55,"Engenharia, produção e construção"
5f5b6bcd70f1e379de1e9c643bd12e8c9a7c534f,"Engenharia, produção e construção"
55741798db1636d2c3f549b2a1369b9ad019cb88,"Ciências sociais, negócios e direito"
e4957f148090ad0029d69bc6b0b39983b850f23f,"Ciências sociais, negócios e direito"
6978a5576d2de1679b5fdcd095fe33b6988c820a,"Engenharia, produção e construção"
730cb6a6c9483d041bd287b29c44ba08a14ba1e0,"Engenharia, produção e construção"
465943620de939cd291f01b4002d186cfc26746f,"Engenharia, produção e construção"
408728fcf4e3f54282d65291a7bc7369f3947d78,"Engenharia, produção e construção"
200b6f277196ce220831b72a1556cee6cdca62b8,"Engenharia, produção e construção"
d868021da20caa830b64c7b4b5544c9a2786be23,"Engenharia, produção e construção"
b7df418a92d6fb21a5538a5e5207d54193ac2f91,"Engenharia, produção e construção"
9eca63fb6f57473502ab682083b75b6e4253a290,"Engenharia, produção e construção"
9b11557bf038276a05471af39300cee0d93cb3cb,"Engenharia, produção e construção"
c4b221806505dc2a9072c2b0e1f2f7eaf602e803,"Engenharia, produção e construção"
dbd82c72752ce1fb1b70325d57a738c0a5dc73e9,"Engenharia, produção e construção"
31dca9b2e9293edea2626075d69bb2bd66ace926,"Engenharia, produção e construção"
9222c6cde3671ce4256fd7ce632271745e934dc3,"Engenharia, produção e construção"
34d7b06bb19e854bc69a48d0b5e379333177d242,"Engenharia, produção e construção"
75d2d150eb21ee6c0142346e1490047eeb01c885,"Engenharia, produção e construção"
1bd0bbc1193a45123f2de2680c3983de567d1975,"Engenharia, produção e construção"
4b98a46a20392a5f91d01b8d5cfa9808b37c324c,"Engenharia, produção e construção"
aff3afe9d38c7287823aa375a32f2835bcdb1dd2,"Engenharia, produção e construção"
c723da08eca68fd0b396ddf378a2c55cb5569e60,"Engenharia, produção e construção"
6cd97f46b392e8288d56275c644f3821896c44ad,"Engenharia, produção e construção"
0e1cc2d7ea8da58e9cb1e4b5123511e89b2fb468,"Engenharia, produção e construção"
3be9fdaf25ff127f731b97452bce1947cafe3e34,"Engenharia, produção e construção"
a24b2f52ecffc712009e5a3a4ab1f89e7d3d3348,"Engenharia, produção e construção"
ca0249d7bfcd1b37babbaa86320f85e3b4da2e5d,"Engenharia, produção e construção"
1836b6af1f0cbbaee6af35a8d8723f749f2f3af4,"Engenharia, produção e construção"
b5dacb46aab027897a2dd38c99b35b0f304530f9,"Engenharia, produção e construção"
ff66392258661f3844593a896174a6e3e4bec550,"Engenharia, produção e construção"
db5aec35e88f4a616b0943aa1568e24f7b4cbc86,"Engenharia, produção e construção"
644674e2a4f2d05c721a5a88849e503bc433ae70,"Engenharia, produção e construção"
84196b0b65eb45842580dd954c66bf9e38185511,"Engenharia, produção e construção"
a5db03710e80600b5eee8cafbdb12a48bd53f146,"Ciências sociais, negócios e direito"
ba87e37d52527a03959be4c76298ebb646e0cbfe,"Engenharia, produção e construção"
b264258b440fa24b7bec03504a33e88664d1a7e3,"Ciências, matemática e computação"
7430bff76c6c17282b79672e8ad16a083c5e07fb,"Ciências sociais, negócios e direito"
309a34fc18d355b5bd8b7750872a15b08a8816fc,"Ciências sociais, negócios e direito"
d3fac40a2effd62cb8b2beb968dbd790c0d3fa4f,"Ciências sociais, negócios e direito"
f4bc9923b463fc0b94b7902d4611b2cf3ff41d50,"Ciências sociais, negócios e direito"
766a6b454d79042c5b4c76a947ac07b0729d89c7,"Ciências sociais, negócios e direito"
74e91e54719cb0cd0e5575e37ec2ecf1c633550e,"Ciências sociais, negócios e direito"
1d8a4b6a0507de9240982ff72462bef5a1081664,"Ciências sociais, negócios e direito"
27c765ac70d56b3109ef5cc97227478d1697ad59,"Engenharia, produção e construção"
1932912139e4d8ba3b7c762c16916bc4ac1eb050,"Engenharia, produção e construção"
567db444b51c682061462ef1b7216abd45763786,"Ciências sociais, negócios e direito"
57c692a439b37425a9eb56d7eb3ca45ea6048692,"Ciências sociais, negócios e direito"
e44e45da2f656eb98a44aad77457fb61654f0029,"Ciências sociais, negócios e direito"
ed41d977d3e986a03106557ea64beffdaa964a3d,"Ciências sociais, negócios e direito"
0c97c737237473421c0b8eb8a83e1cf2652684dc,"Ciências sociais, negócios e direito"
61c8612dd0d9a5ff05ce701e5c0aa0522acdc675,"Ciências sociais, negócios e direito"
62dcd7d5238a97adee634343eb299c48e4294e9f,"Ciências sociais, negócios e direito"
1b24dd893545836326a03974d4371846e1166546,"Ciências sociais, negócios e direito"
7d5f6349c0bc57dc0f0b4c9a4f00eac5d89faa58,"Ciências sociais, negócios e direito"
8e234078df0f66256a91a92c73b8c754c104513a,"Ciências sociais, negócios e direito"
72d6255328fd86f0ab9bde6fbc73a856ec5c52a6,"Ciências sociais, negócios e direito"
f8a3429335266b45f05bcd7134d02618d16100c3,"Ciências sociais, negócios e direito"
4e20dbeb6584c940ad80fbc07a3987711005ac9f,"Engenharia, produção e construção"
5493c2580e1c10f586a2636de152d1fa4cac527e,"Ciências sociais, negócios e direito"
b5b90099979e6645492f94fde56a96f962d5feda,"Ciências sociais, negócios e direito"
5f33a513c31b6d6ddf2639a02d7b16877fd0eb6b,"Ciências sociais, negócios e direito"
df8344c0114d5677252ab3b07983541ca906eacd,"Ciências sociais, negócios e direito"
0ac0d175a3558c60f7527f52dfda5e83c4fb18af,"Ciências sociais, negócios e direito"
f48dd855a2f19978c43393409ed2db0c424953c8,"Ciências sociais, negócios e direito"
884ab0c51aaa6ee03ca82df9b01a3154627bdef6,"Ciências sociais, negócios e direito"
6e19763c66be3c70127d06f7da29464780d2c4a3,"Ciências sociais, negócios e direito"
eb19c8794280063fc01b961dd7fa3b1f097bbf96,"Ciências sociais, negócios e direito"
2353f3500f3a0e5254dbc47dc58f56e4392dbcaa,"Engenharia, produção e construção"
4d3b44797ea8f0c092e123783fb988058fecf162,"Ciências sociais, negócios e direito"
faabeb1054345a00ef92b7b17338fa902c01af26,"Ciências sociais, negócios e direito"
9e414d5c9a024b5f095861ce7460f87d8733dc09,"Ciências sociais, negócios e direito"
97217792aed6d7ae2029a1af4814a94a669d72ac,"Ciências sociais, negócios e direito"
1f1bd32d1bde179706970bc459c4faec27d57142,"Ciências sociais, negócios e direito"
205c1e2cb25a66c91c2d4cbfa11282abc32c1a94,"Ciências sociais, negócios e direito"
3c0a51acf7e9af9ce63a95a81d4098ad4f297a2c,"Ciências sociais, negócios e direito"
f844da351df2ea442d2869a24135901806743c94,"Ciências sociais, negócios e direito"
e57a1c8551ee6f84734f5ca271fc71f9a854df80,"Engenharia, produção e construção"
aab546d8521238b24dd35031013c55de50052412,"Ciências sociais, negócios e direito"
78325212bb5c202b67f86151ac89367670da2fd5,"Ciências sociais, negócios e direito"
b2bc12915b8599f22cd61ea862b5673ddecc8d5f,"Ciências sociais, negócios e direito"
717bfe8ab7fa7691f272213f41f1c1eada2b8592,"Ciências sociais, negócios e direito"
261192bfcd445167dbd484621f7e790fd1f667c3,"Ciências sociais, negócios e direito"
03507aff8ad13ac3b1b9fe609292a378a771a0f4,"Ciências sociais, negócios e direito"
96ff8abe3475c2090d59e74f2550aa83d0d59c42,"Ciências, matemática e computação"
636b67a1b2fc60fa4eca3179a65df8f3637565e3,"Ciências sociais, negócios e direito"
1d5c28412e0c025e755ec3390302b857717704ac,"Ciências sociais, negócios e direito"
b3db6f34d2844aa2de4db69cff2e119914b9bac2,"Ciências, matemática e computação"
2da0091b55fea1f28f972594a38a2c9e6fa72bef,"Ciências sociais, negócios e direito"
9ab44c59c10db75b213ad257c7cad2c26cf54463,"Ciências sociais, negócios e direito"
3e5369bdc5770d630f08a006d7edae400fbb53a9,"Ciências sociais, negócios e direito"
e760938f1fbd49d1ffa42a7685d00c1a64958672,"Ciências sociais, negócios e direito"
33ba29c5d0696c4473f6fffbcf0aa2c602c7e36d,"Ciências sociais, negócios e direito"
b046e27a918a3f6dc4b8d5a587ded21c3a6ae00e,"Ciências sociais, negócios e direito"
3dd557fd895f8503f3fc6a21ac874a095aba31d2,"Ciências sociais, negócios e direito"
0322bb4240ee154b36dcc3cf67c34d37c12720e4,"Ciências sociais, negócios e direito"
6a58118820dacaa27cfcf1925e7dbf71716bce95,"Ciências sociais, negócios e direito"
164498fcf66f7a803ffc40fb61a8a9ea370d5814,"Ciências, matemática e computação"
3c2931fdbe53062dfd8326ca9c66950a323d99a4,"Ciências sociais, negócios e direito"
56127a47cae9ec8a52bf57f8a54b22534ee61f4f,"Ciências sociais, negócios e direito"
dfa3e99ae50e79e72a7716da85ce38a11f648bf1,"Ciências sociais, negócios e direito"
ac5cf5d7ad428b5ae443d0ee165a3bf99f6ee38e,"Ciências sociais, negócios e direito"
ca8e9b015d32008e143450ffbd6c263058a7c155,"Ciências sociais, negócios e direito"
8b6be3b1ef72cae88037f799f3db88bfabdeaff7,"Ciências sociais, negócios e direito"
336ca6c17b0bd4b0d3a7f2343e05077bf9ddaffc,"Ciências sociais, negócios e direito"
483769a0b618e41548583d1aec534e1dc392536c,"Ciências sociais, negócios e direito"
b7ec87f2d519a68c0fcddb7c43d2319f64ee0e13,"Ciências sociais, negócios e direito"
ee5b1a0032bd705421ba523fbba9f039151921a0,"Ciências sociais, negócios e direito"
3d453ddc214710b17b68b060e3f955e6ffb235b7,"Ciências sociais, negócios e direito"
b9853761d656371faa97a7a80944b1496416fca5,"Ciências sociais, negócios e direito"
04ad64964a666c7ad6ac0dcae7697fe74993d42c,"Ciências sociais, negócios e direito"
078de4e36fea378a4ed529dd1cb8b6d83199f219,"Ciências sociais, negócios e direito"
d193a90d696fff82903ad8c667eb864fe7841232,"Ciências, matemática e computação"
149abb121a889ca1c5ed04d3b865892eabb6d51f,"Ciências sociais, negócios e direito"
ea9ea67f2467049fe4d8d8348a93c9dbd2dcdac9,"Ciências sociais, negócios e direito"
cecfc053f1ebff48c56f3e0f7a09ff344ae03c3b,"Ciências, matemática e computação"
4c4a4f8816056eea1233c35b64615ee78bf0526d,"Ciências sociais, negócios e direito"
f9cd023c52747f239bff50fa4ef7b81275779cc1,"Ciências, matemática e computação"
5066ad06a5ce17d289e7d1e171bce58230b245b8,Humanidades e artes
df17d78f63b746c884400e638e6ed8eb6a549727,"Ciências sociais, negócios e direito"
a0ed2801773c39a71014d74092889554f52f225e,"Ciências, matemática e computação"
7e0bcad7c07082c96ea672dad13fe6ce182bcb16,"Ciências, matemática e computação"
41fc0cbcdb76ab8634a2072a37e7272e7033fb0a,"Ciências sociais, negócios e direito"
1b8f916ebda22ec3568387d01f28c10c365d464a,"Ciências sociais, negócios e direito"
a948a7971176d565fcdefa460a214e19c5aff9a5,"Ciências sociais, negócios e direito"
d02fde5f3d925cbe5b9e3e559df90eae9b3ffd96,"Ciências sociais, negócios e direito"
83c77219631dde4ac9cd8cf5bae5afd89e2afdeb,"Ciências sociais, negócios e direito"
86486d8cc38218d203cf37897f42b971d1ba3eb8,"Ciências sociais, negócios e direito"
fbae541646d9ec0928fbf6235e9991252548e04f,"Ciências sociais, negócios e direito"
a5db77d7d616ac71ca5a8981a002f80c325576a1,"Ciências sociais, negócios e direito"
7241d35f0808e61cd59d8cd7ac6b455dd4c2561c,"Engenharia, produção e construção"
a96d08770790d9a519d663ad90e8562c6cbebf80,"Ciências sociais, negócios e direito"
f927a46b548aa56add436999db2c623809fe2169,"Ciências sociais, negócios e direito"
5447c4ccefaffd7b875ae57d552d4441482d1e08,"Ciências sociais, negócios e direito"
a7f635693fb2f2a647f27ece8b01a5d7788c5311,"Ciências sociais, negócios e direito"
7c0831da40c9fa342160d9871b8eea6e9311dbc1,"Ciências sociais, negócios e direito"
7f34c8539a8bcbb91ec7b59c5329094642a7fd4b,"Ciências sociais, negócios e direito"
267a9ec8936170ffec8f9010b4c37f6ff0d0b8fe,"Ciências sociais, negócios e direito"
42020a89404a5d46e4ca6541feb9206383d41876,"Ciências sociais, negócios e direito"
0b5e9a41a6293a15a59c6f01f970ff7875f41a85,"Ciências sociais, negócios e direito"
ee5e454218c53dacb8bd67a739328b4c2fd9ac37,"Ciências sociais, negócios e direito"
32e43abac824695babc2df417cfaa1150bbc09eb,"Ciências sociais, negócios e direito"
6d9fbeb4efabf2e47eb7266d005f85cd8c3792db,"Ciências sociais, negócios e direito"
fd5aa16ec27d8a8f455b746b89a9017120715de8,"Ciências sociais, negócios e direito"
671d18d84e43ff9274384b30208e1b550b925033,"Ciências sociais, negócios e direito"
bd5743d691ea62e265c7cf9e4f121d013fef15df,"Ciências sociais, negócios e direito"
8c20d85ed1fa0457ef272d30ab9ef9a37c0f9f4a,"Ciências sociais, negócios e direito"
a1890e4e8fa30eec414d7c0d7453d49b4c90eb4d,"Ciências sociais, negócios e direito"
6f555e6dd9d1f6401a240fbe38a13cce9fd12ab6,"Engenharia, produção e construção"
e65621bb0e7f8070b24c4b2b0670084411457bdb,"Ciências sociais, negócios e direito"
1e7e4173657166f81d0527a9cad7e919dfe45804,"Ciências sociais, negócios e direito"
3bcb636051e815fc64f67f4ccf84c6ace82dcb9e,"Ciências sociais, negócios e direito"
16607b2c4da2dfe9af413430693ef5cf6fd05ee2,"Ciências sociais, negócios e direito"
434b14d56b786ea072a7acf6881df05b0c50898f,"Engenharia, produção e construção"
9bd4ce6fea1448c6e4b6cecb6c519ebb7744d930,"Ciências sociais, negócios e direito"
3342e2e1c12de423e8eacc05f908ada1d2cb4e1b,"Engenharia, produção e construção"
3f9918ea16931bc263e170b6941a8d165e7f20ff,"Ciências sociais, negócios e direito"
4eac4cbb9365e6fa0ba3b8246bfc4d39ce1c8bd0,"Ciências sociais, negócios e direito"
ec1c427f898c887ffb096db4089bdd6af91440bd,"Ciências sociais, negócios e direito"
631d4425112019a80974696f35b0abf321728fb3,"Ciências sociais, negócios e direito"
861835992f8907cf6c541adc319b6c4ac32f01ec,"Ciências sociais, negócios e direito"
6276b65099a1b691360558e8d4ac9c1f20413639,"Ciências sociais, negócios e direito"
5be55a049a4252b25a059d22a78d6c53768c9469,"Ciências sociais, negócios e direito"
f5ea2c58ca838716839721ecccda9d443da1daf5,"Ciências sociais, negócios e direito"
517277d516e51367222972e4a0baf86ea4ddf12f,"Ciências sociais, negócios e direito"
54106c3de841f08cc3708bcdb3d800265508d869,"Ciências sociais, negócios e direito"
ee3768307ac77c440dda5fb654ef8493b0dc599f,"Ciências sociais, negócios e direito"
c0729d00ef5232fa87a7b4985cee1536ee54fa7d,"Ciências sociais, negócios e direito"
9f5e0faeed1bc695e4f223c39d9b15c256060371,"Ciências sociais, negócios e direito"
744dd064134b1e4888b4acb70fd0bbd1f5862092,"Ciências sociais, negócios e direito"
e656b132af174125eaa34b6f7ee7c2fe80ce260c,"Ciências sociais, negócios e direito"
31c7336d99865aa4c45eaed65d13899aec9b8722,"Ciências sociais, negócios e direito"
8d79edab0e1c86de1b098ee4fababeecdb5745ba,"Ciências sociais, negócios e direito"
9d3da54717dac33ed782643bddd93bba4770daa4,"Ciências sociais, negócios e direito"
0d30b580a9f3b6d06e87b6698b744bc0fe8ae771,"Ciências sociais, negócios e direito"
b3755181888909ba3c6d6230fdb8b2e1370bdef6,"Ciências sociais, negócios e direito"
f6e4e3c954f9fed0080eaf714aa2a9e97c7f0bb6,"Ciências sociais, negócios e direito"
565599c00b05cfc48cc7ebd054e74534b6e16abe,"Ciências sociais, negócios e direito"
ef88468cfb7221624e50908a3d141c3e6624a77c,"Ciências sociais, negócios e direito"
7527a697f6878b936d995865e3805d89af9f8c43,"Ciências sociais, negócios e direito"
9697aebd2aab9ce5120756754668057a7adbff54,"Ciências sociais, negócios e direito"
02b43652f29cc69cd28d63cbf765dd4f5cf5b952,"Ciências sociais, negócios e direito"
13a83260b41fd4d9b37459e1df182402c2f08f8a,"Ciências sociais, negócios e direito"
5f6a06b9b55770178c630dede6e765a829b2dac3,"Ciências sociais, negócios e direito"
b1bf0c78a39fac00c1d9498afab8252b06ce43e9,"Ciências sociais, negócios e direito"
309fb5479ff3c2cb221d4bfe43ee50ee0536ac6f,"Ciências sociais, negócios e direito"
9daac682df97cacd122ef4ab4b79ecdceca8b21d,"Ciências sociais, negócios e direito"
da99c28462acec710e67d95029c15f97cd8e616a,"Ciências sociais, negócios e direito"
85d333ff997e755488a98b41517a0ca675f0f2a0,"Ciências sociais, negócios e direito"
34589dbf556ef0fa428b2557683ea73c9fcbfb6a,"Ciências sociais, negócios e direito"
6f66436cafa0e1a57b4a6a540dcff9e81bda116a,"Ciências sociais, negócios e direito"
f8969fbb58b9c1c8dabab2fee93bd0b896b454a7,"Ciências sociais, negócios e direito"
57ff88007682d472e8385599995f010968a4c539,"Ciências sociais, negócios e direito"
afeb3a630b8ca23c61eed8470007fecbf8ac1749,"Ciências sociais, negócios e direito"
9eeceb2c8d43b74a1e98b728901c84c219cab800,"Ciências sociais, negócios e direito"
ab6ce1548c45e7ada232989ea73356044ebb6db4,Humanidades e artes
f4b248e48eae51899697c4f7d1e8e562bb906a38,Humanidades e artes
b8100df6a04ad74d6bcf989547b9db3ab55702e1,"Ciências sociais, negócios e direito"
dac6df84582d359e060501c507bb91d0bacae216,Humanidades e artes
1adb735eb1e8c645f5fdf118465dca9828c5a5fd,"Ciências sociais, negócios e direito"
f89a9edd1eac594635bad5f7812a602b531f701c,"Ciências sociais, negócios e direito"
71ba783d2660e966cd4e4e833a82a919ce1a07f7,"Ciências sociais, negócios e direito"
470a8c196903be1afcbee138291c9b0daad2ccb6,"Ciências sociais, negócios e direito"
f62518b99bc954204fc82434909a2b7efbb4e7b6,Humanidades e artes
ff8b9ea11134aff98cbb98127301816ca54afae9,Humanidades e artes
7fc5228ca16cdbd7d6ced1b2c6d719a71e84731a,"Ciências sociais, negócios e direito"
bd17f13d498cae8beb47296cd91919850f9f1070,"Ciências sociais, negócios e direito"
271f16abb5af0d6e8e54bfc055adc8a16721b138,"Ciências sociais, negócios e direito"
15bbe67111c1bae8e9112d4f75bb9e345825c1c6,"Ciências sociais, negócios e direito"
4def7f9e2e42946cb1ef89e2193c65fff9fb5b49,"Ciências sociais, negócios e direito"
cee0fed41ac9b9c7230d892e2a0e35ae1760de47,"Ciências sociais, negócios e direito"
3a49e1e03b1f0cb134640bd4dfd3f1656bb87428,"Ciências sociais, negócios e direito"
c4b2e97ebf32dc99ec8895ee2b3dc41594856a0b,Humanidades e artes
d6815d6613689cc783aa35fed92afe1c9be17c3d,"Ciências sociais, negócios e direito"
234b97d923138d17f1257ed8ef429819a8315c15,"Ciências sociais, negócios e direito"
2ecd0eba03509b34b4df9b3962ad52bf6f5e1224,"Ciências sociais, negócios e direito"
64120911a9445da704e489bfbe60e678472fd4c1,Humanidades e artes
ae40b80f4769490b6569a11f22c18399e07b4d90,"Ciências sociais, negócios e direito"
51eccd9d6a8141e8005aa689e266e3abe651994b,"Ciências sociais, negócios e direito"
c03353cd270ec91d27260af23058a46acef448f7,Humanidades e artes
0a7e5bc13ebae7b1f16436fa01c8f606d110e02e,"Ciências sociais, negócios e direito"
403fa50497a61a274ce84427a6a77ae8b0f04ee1,"Ciências sociais, negócios e direito"
